GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.classic	Fisher.weight01	ontology
GO:0010219	regulation of vernalization response	9	0	0.01	2183	1.00000	1	BP
GO:0010222	stem vascular tissue pattern formation	35	0	0.04	2184	1.00000	1	BP
GO:0010223	secondary shoot formation	116	0	0.14	2185	1.00000	1	BP
GO:0010224	response to UV-B	164	0	0.2	2186	1.00000	1	BP
GO:0010225	response to UV-C	27	0	0.03	2187	1.00000	1	BP
GO:0010226	response to lithium ion	19	0	0.02	2188	1.00000	1	BP
GO:0010230	alternative respiration	27	0	0.03	2189	1.00000	1	BP
GO:0010231	maintenance of seed dormancy	24	0	0.03	2190	1.00000	1	BP
GO:0010232	vascular transport	19	0	0.02	2191	1.00000	1	BP
GO:0010233	phloem transport	19	0	0.02	2192	1.00000	1	BP
GO:0010234	anther wall tapetum cell fate specification	6	0	0.01	2193	1.00000	1	BP
GO:0010235	guard mother cell cytokinesis	17	0	0.02	2194	1.00000	1	BP
GO:0010236	plastoquinone biosynthetic process	22	0	0.03	2195	1.00000	1	BP
GO:0010239	chloroplast mRNA processing	26	0	0.03	2196	1.00000	1	BP
GO:0010241	ent-kaurene oxidation to kaurenoic acid	11	0	0.01	2197	1.00000	1	BP
GO:0010243	response to organonitrogen compound	502	0	0.61	2198	1.00000	1	BP
GO:0010244	response to low fluence blue light stimulus by blue low-fluence system	16	0	0.02	2199	1.00000	1	BP
GO:0010245	radial microtubular system formation	5	0	0.01	2200	1.00000	1	BP
GO:0010246	rhamnogalacturonan I biosynthetic process	5	0	0.01	2201	1.00000	1	BP
GO:0010247	detection of phosphate ion	13	0	0.02	2202	1.00000	1	BP
GO:0010252	auxin homeostasis	159	0	0.19	2203	1.00000	1	BP
GO:0010253	UDP-rhamnose biosynthetic process	10	0	0.01	2204	1.00000	1	BP
GO:0010254	nectary development	6	0	0.01	2205	1.00000	1	BP
GO:0010255	glucose mediated signaling pathway	24	0	0.03	2206	1.00000	1	BP
GO:0010256	endomembrane system organization	570	0	0.69	2207	1.00000	1	BP
GO:0010257	NADH dehydrogenase complex assembly	117	0	0.14	2208	1.00000	1	BP
GO:0010258	NADH dehydrogenase complex (plastoquinone) assembly	18	0	0.02	2209	1.00000	1	BP
GO:0010259	multicellular organism aging	10	0	0.01	2210	1.00000	1	BP
GO:0010262	somatic embryogenesis	20	0	0.02	2211	1.00000	1	BP
GO:0010264	myo-inositol hexakisphosphate biosynthetic process	33	0	0.04	2212	1.00000	1	BP
GO:0010265	SCF complex assembly	31	0	0.04	2213	1.00000	1	BP
GO:0010267	production of ta-siRNAs involved in RNA interference	68	0	0.08	2214	1.00000	1	BP
GO:0010268	brassinosteroid homeostasis	131	0	0.16	2215	1.00000	1	BP
GO:0010269	response to selenium ion	13	0	0.02	2216	1.00000	1	BP
GO:0010270	photosystem II oxygen evolving complex assembly	5	0	0.01	2217	1.00000	1	BP
GO:0010271	regulation of chlorophyll catabolic process	21	0	0.03	2218	1.00000	1	BP
GO:0010273	detoxification of copper ion	9	0	0.01	2219	1.00000	1	BP
GO:0010274	hydrotropism	61	0	0.07	2220	1.00000	1	BP
GO:0010275	NAD(P)H dehydrogenase complex assembly	24	0	0.03	2221	1.00000	1	BP
GO:0010288	response to lead ion	20	0	0.02	2222	1.00000	1	BP
GO:0010289	homogalacturonan biosynthetic process	14	0	0.02	2223	1.00000	1	BP
GO:0010304	PSII associated light-harvesting complex II catabolic process	16	0	0.02	2224	1.00000	1	BP
GO:0010310	regulation of hydrogen peroxide metabolic process	31	0	0.04	2225	1.00000	1	BP
GO:0010311	lateral root formation	159	0	0.19	2226	1.00000	1	BP
GO:0010315	auxin efflux	97	0	0.12	2227	1.00000	1	BP
GO:0010321	regulation of vegetative phase change	10	0	0.01	2228	1.00000	1	BP
GO:0010322	regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	7	0	0.01	2229	1.00000	1	BP
GO:0010325	raffinose family oligosaccharide biosynthetic process	11	0	0.01	2230	1.00000	1	BP
GO:0010332	response to gamma radiation	57	0	0.07	2231	1.00000	1	BP
GO:0010336	gibberellic acid homeostasis	27	0	0.03	2232	1.00000	1	BP
GO:0010337	regulation of salicylic acid metabolic process	81	0	0.1	2233	1.00000	1	BP
GO:0010338	leaf formation	19	0	0.02	2234	1.00000	1	BP
GO:0010342	endosperm cellularization	9	0	0.01	2235	1.00000	1	BP
GO:0010343	singlet oxygen-mediated programmed cell death	37	0	0.04	2236	1.00000	1	BP
GO:0010344	seed oilbody biogenesis	26	0	0.03	2237	1.00000	1	BP
GO:0010345	suberin biosynthetic process	85	0	0.1	2238	1.00000	1	BP
GO:0010346	shoot axis formation	116	0	0.14	2239	1.00000	1	BP
GO:0010353	response to trehalose	9	0	0.01	2240	1.00000	1	BP
GO:0010358	leaf shaping	19	0	0.02	2241	1.00000	1	BP
GO:0010359	regulation of anion channel activity	37	0	0.04	2242	1.00000	1	BP
GO:0010363	regulation of plant-type hypersensitive response	29	0	0.04	2243	1.00000	1	BP
GO:0010364	regulation of ethylene biosynthetic process	46	0	0.06	2244	1.00000	1	BP
GO:0010365	positive regulation of ethylene biosynthetic process	7	0	0.01	2245	1.00000	1	BP
GO:0010366	negative regulation of ethylene biosynthetic process	25	0	0.03	2246	1.00000	1	BP
GO:0010378	temperature compensation of the circadian clock	6	0	0.01	2247	1.00000	1	BP
GO:0010380	regulation of chlorophyll biosynthetic process	31	0	0.04	2248	1.00000	1	BP
GO:0010381	peroxisome-chloroplast membrane tethering	5	0	0.01	2249	1.00000	1	BP
GO:0010384	cell wall proteoglycan metabolic process	38	0	0.05	2250	1.00000	1	BP
GO:0010387	COP9 signalosome assembly	15	0	0.02	2251	1.00000	1	BP
GO:0010390	histone monoubiquitination	21	0	0.03	2252	1.00000	1	BP
GO:0010394	homogalacturonan metabolic process	14	0	0.02	2253	1.00000	1	BP
GO:0010404	cell wall hydroxyproline-rich glycoprotein metabolic process	38	0	0.05	2254	1.00000	1	BP
GO:0010405	arabinogalactan protein metabolic process	33	0	0.04	2255	1.00000	1	BP
GO:0010409	extensin metabolic process	5	0	0.01	2256	1.00000	1	BP
GO:0010410	hemicellulose metabolic process	529	0	0.64	2257	1.00000	1	BP
GO:0010411	xyloglucan metabolic process	223	0	0.27	2258	1.00000	1	BP
GO:0010413	glucuronoxylan metabolic process	63	0	0.08	2259	1.00000	1	BP
GO:0010417	glucuronoxylan biosynthetic process	63	0	0.08	2260	1.00000	1	BP
GO:0010424	DNA methylation on cytosine within a CG sequence	19	0	0.02	2261	1.00000	1	BP
GO:0010425	DNA methylation on cytosine within a CNG sequence	6	0	0.01	2262	1.00000	1	BP
GO:0010430	fatty acid omega-oxidation	5	0	0.01	2263	1.00000	1	BP
GO:0010432	bract development	6	0	0.01	2264	1.00000	1	BP
GO:0010433	bract morphogenesis	6	0	0.01	2265	1.00000	1	BP
GO:0010434	bract formation	6	0	0.01	2266	1.00000	1	BP
GO:0010438	cellular response to sulfur starvation	19	0	0.02	2267	1.00000	1	BP
GO:0010439	regulation of glucosinolate biosynthetic process	7	0	0.01	2268	1.00000	1	BP
GO:0010440	stomatal lineage progression	31	0	0.04	2269	1.00000	1	BP
GO:0010441	guard cell development	6	0	0.01	2270	1.00000	1	BP
GO:0010444	guard mother cell differentiation	20	0	0.02	2271	1.00000	1	BP
GO:0010446	response to alkaline pH	7	0	0.01	2272	1.00000	1	BP
GO:0010447	response to acidic pH	14	0	0.02	2273	1.00000	1	BP
GO:0010448	vegetative meristem growth	6	0	0.01	2274	1.00000	1	BP
GO:0010452	histone H3-K36 methylation	18	0	0.02	2275	1.00000	1	BP
GO:0010453	regulation of cell fate commitment	18	0	0.02	2276	1.00000	1	BP
GO:0010454	negative regulation of cell fate commitment	6	0	0.01	2277	1.00000	1	BP
GO:0010458	exit from mitosis	6	0	0.01	2278	1.00000	1	BP
GO:0010469	regulation of signaling receptor activity	12	0	0.01	2279	1.00000	1	BP
GO:0010476	gibberellin mediated signaling pathway	174	0	0.21	2280	1.00000	1	BP
GO:0010477	response to sulfur dioxide	8	0	0.01	2281	1.00000	1	BP
GO:0010481	epidermal cell division	12	0	0.01	2282	1.00000	1	BP
GO:0010482	regulation of epidermal cell division	12	0	0.01	2283	1.00000	1	BP
GO:0010492	maintenance of shoot apical meristem identity	44	0	0.05	2284	1.00000	1	BP
GO:0010493	Lewis a epitope biosynthetic process	7	0	0.01	2285	1.00000	1	BP
GO:0010495	long-distance posttranscriptional gene silencing	14	0	0.02	2286	1.00000	1	BP
GO:0010496	intercellular transport	92	0	0.11	2287	1.00000	1	BP
GO:0010497	plasmodesmata-mediated intercellular transport	73	0	0.09	2288	1.00000	1	BP
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	8	0	0.01	2289	1.00000	1	BP
GO:0010500	transmitting tissue development	5	0	0.01	2290	1.00000	1	BP
GO:0010506	regulation of autophagy	76	0	0.09	2291	1.00000	1	BP
GO:0010507	negative regulation of autophagy	21	0	0.03	2292	1.00000	1	BP
GO:0010508	positive regulation of autophagy	28	0	0.03	2293	1.00000	1	BP
GO:0010520	regulation of reciprocal meiotic recombination	23	0	0.03	2294	1.00000	1	BP
GO:0010540	basipetal auxin transport	53	0	0.06	2295	1.00000	1	BP
GO:0010541	acropetal auxin transport	15	0	0.02	2296	1.00000	1	BP
GO:0010543	regulation of platelet activation	5	0	0.01	2297	1.00000	1	BP
GO:0010544	negative regulation of platelet activation	5	0	0.01	2298	1.00000	1	BP
GO:0010555	response to mannitol	35	0	0.04	2299	1.00000	1	BP
GO:0010563	negative regulation of phosphorus metabolic process	95	0	0.12	2300	1.00000	1	BP
GO:0010569	regulation of double-strand break repair via homologous recombination	24	0	0.03	2301	1.00000	1	BP
GO:0010581	regulation of starch biosynthetic process	18	0	0.02	2302	1.00000	1	BP
GO:0010582	floral meristem determinacy	57	0	0.07	2303	1.00000	1	BP
GO:0010584	pollen exine formation	125	0	0.15	2304	1.00000	1	BP
GO:0010586	miRNA metabolic process	15	0	0.02	2305	1.00000	1	BP
GO:0010587	miRNA catabolic process	7	0	0.01	2306	1.00000	1	BP
GO:0010588	cotyledon vascular tissue pattern formation	53	0	0.06	2307	1.00000	1	BP
GO:0010589	leaf proximal/distal pattern formation	5	0	0.01	2308	1.00000	1	BP
GO:0010599	production of lsiRNA involved in RNA interference	13	0	0.02	2309	1.00000	1	BP
GO:0010600	regulation of auxin biosynthetic process	30	0	0.04	2310	1.00000	1	BP
GO:0010601	positive regulation of auxin biosynthetic process	6	0	0.01	2311	1.00000	1	BP
GO:0010602	regulation of 1-aminocyclopropane-1-carboxylate metabolic process	5	0	0.01	2312	1.00000	1	BP
GO:0010617	circadian regulation of calcium ion oscillation	5	0	0.01	2313	1.00000	1	BP
GO:0010618	aerenchyma formation	8	0	0.01	2314	1.00000	1	BP
GO:0010622	specification of ovule identity	5	0	0.01	2315	1.00000	1	BP
GO:0010623	programmed cell death involved in cell development	57	0	0.07	2316	1.00000	1	BP
GO:0010631	epithelial cell migration	9	0	0.01	2317	1.00000	1	BP
GO:0010632	regulation of epithelial cell migration	5	0	0.01	2318	1.00000	1	BP
GO:0010634	positive regulation of epithelial cell migration	5	0	0.01	2319	1.00000	1	BP
GO:0010635	regulation of mitochondrial fusion	8	0	0.01	2320	1.00000	1	BP
GO:0010636	positive regulation of mitochondrial fusion	8	0	0.01	2321	1.00000	1	BP
GO:0010638	positive regulation of organelle organization	418	0	0.51	2322	1.00000	1	BP
GO:0010639	negative regulation of organelle organization	346	0	0.42	2323	1.00000	1	BP
GO:0010648	negative regulation of cell communication	379	0	0.46	2324	1.00000	1	BP
GO:0010675	regulation of cellular carbohydrate metabolic process	154	0	0.19	2325	1.00000	1	BP
GO:0010676	positive regulation of cellular carbohydrate metabolic process	7	0	0.01	2326	1.00000	1	BP
GO:0010677	negative regulation of cellular carbohydrate metabolic process	16	0	0.02	2327	1.00000	1	BP
GO:0010685	tetracyclic triterpenoid metabolic process	18	0	0.02	2328	1.00000	1	BP
GO:0010686	tetracyclic triterpenoid biosynthetic process	18	0	0.02	2329	1.00000	1	BP
GO:0010720	positive regulation of cell development	16	0	0.02	2330	1.00000	1	BP
GO:0010728	regulation of hydrogen peroxide biosynthetic process	5	0	0.01	2331	1.00000	1	BP
GO:0010731	protein glutathionylation	26	0	0.03	2332	1.00000	1	BP
GO:0010769	regulation of cell morphogenesis involved in differentiation	75	0	0.09	2333	1.00000	1	BP
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	5	0	0.01	2334	1.00000	1	BP
GO:0010777	meiotic mismatch repair involved in reciprocal meiotic recombination	15	0	0.02	2335	1.00000	1	BP
GO:0010821	regulation of mitochondrion organization	27	0	0.03	2336	1.00000	1	BP
GO:0010822	positive regulation of mitochondrion organization	13	0	0.02	2337	1.00000	1	BP
GO:0010833	telomere maintenance via telomere lengthening	235	0	0.29	2338	1.00000	1	BP
GO:0010845	positive regulation of reciprocal meiotic recombination	5	0	0.01	2339	1.00000	1	BP
GO:0010847	regulation of chromatin assembly	7	0	0.01	2340	1.00000	1	BP
GO:0010865	stipule development	10	0	0.01	2341	1.00000	1	BP
GO:0010866	regulation of triglyceride biosynthetic process	5	0	0.01	2342	1.00000	1	BP
GO:0010883	regulation of lipid storage	9	0	0.01	2343	1.00000	1	BP
GO:0010888	negative regulation of lipid storage	9	0	0.01	2344	1.00000	1	BP
GO:0010896	regulation of triglyceride catabolic process	6	0	0.01	2345	1.00000	1	BP
GO:0010906	regulation of glucose metabolic process	19	0	0.02	2346	1.00000	1	BP
GO:0010921	regulation of phosphatase activity	165	0	0.2	2347	1.00000	1	BP
GO:0010922	positive regulation of phosphatase activity	11	0	0.01	2348	1.00000	1	BP
GO:0010923	negative regulation of phosphatase activity	23	0	0.03	2349	1.00000	1	BP
GO:0010927	cellular component assembly involved in morphogenesis	205	0	0.25	2350	1.00000	1	BP
GO:0010928	regulation of auxin mediated signaling pathway	174	0	0.21	2351	1.00000	1	BP
GO:0010929	positive regulation of auxin mediated signaling pathway	20	0	0.02	2352	1.00000	1	BP
GO:0010930	negative regulation of auxin mediated signaling pathway	25	0	0.03	2353	1.00000	1	BP
GO:0010941	regulation of cell death	308	0	0.37	2354	1.00000	1	BP
GO:0010942	positive regulation of cell death	82	0	0.1	2355	1.00000	1	BP
GO:0010950	positive regulation of endopeptidase activity	10	0	0.01	2356	1.00000	1	BP
GO:0010952	positive regulation of peptidase activity	17	0	0.02	2357	1.00000	1	BP
GO:0010959	regulation of metal ion transport	49	0	0.06	2358	1.00000	1	BP
GO:0010960	magnesium ion homeostasis	17	0	0.02	2359	1.00000	1	BP
GO:0010962	regulation of glucan biosynthetic process	77	0	0.09	2360	1.00000	1	BP
GO:0010965	regulation of mitotic sister chromatid separation	161	0	0.2	2361	1.00000	1	BP
GO:0010966	regulation of phosphate transport	8	0	0.01	2362	1.00000	1	BP
GO:0010968	regulation of microtubule nucleation	33	0	0.04	2363	1.00000	1	BP
GO:0010970	transport along microtubule	8	0	0.01	2364	1.00000	1	BP
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	28	0	0.03	2365	1.00000	1	BP
GO:0010975	regulation of neuron projection development	9	0	0.01	2366	1.00000	1	BP
GO:0010981	regulation of cell wall macromolecule metabolic process	23	0	0.03	2367	1.00000	1	BP
GO:0010992	ubiquitin recycling	5	0	0.01	2368	1.00000	1	BP
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	9	0	0.01	2369	1.00000	1	BP
GO:0012501	programmed cell death	536	0	0.65	2370	1.00000	1	BP
GO:0014070	response to organic cyclic compound	856	0	1.04	2371	1.00000	1	BP
GO:0014074	response to purine-containing compound	28	0	0.03	2372	1.00000	1	BP
GO:0014706	striated muscle tissue development	6	0	0.01	2373	1.00000	1	BP
GO:0015012	heparan sulfate proteoglycan biosynthetic process	33	0	0.04	2374	1.00000	1	BP
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification	10	0	0.01	2375	1.00000	1	BP
GO:0015074	DNA integration	531	0	0.64	2376	1.00000	1	BP
GO:0015669	gas transport	17	0	0.02	2377	1.00000	1	BP
GO:0015671	oxygen transport	17	0	0.02	2378	1.00000	1	BP
GO:0015689	molybdate ion transport	31	0	0.04	2379	1.00000	1	BP
GO:0015690	aluminum cation transport	6	0	0.01	2380	1.00000	1	BP
GO:0015691	cadmium ion transport	79	0	0.1	2381	1.00000	1	BP
GO:0015692	lead ion transport	5	0	0.01	2382	1.00000	1	BP
GO:0015693	magnesium ion transport	200	0	0.24	2383	1.00000	1	BP
GO:0015695	organic cation transport	29	0	0.04	2384	1.00000	1	BP
GO:0015697	quaternary ammonium group transport	7	0	0.01	2385	1.00000	1	BP
GO:0015700	arsenite transport	19	0	0.02	2386	1.00000	1	BP
GO:0015706	nitrate transport	72	0	0.09	2387	1.00000	1	BP
GO:0015712	hexose phosphate transport	10	0	0.01	2388	1.00000	1	BP
GO:0015713	phosphoglycerate transmembrane transport	30	0	0.04	2389	1.00000	1	BP
GO:0015714	phosphoenolpyruvate transport	19	0	0.02	2390	1.00000	1	BP
GO:0015717	triose phosphate transport	26	0	0.03	2391	1.00000	1	BP
GO:0015718	monocarboxylic acid transport	218	0	0.26	2392	1.00000	1	BP
GO:0015720	allantoin transport	10	0	0.01	2393	1.00000	1	BP
GO:0015729	oxaloacetate transport	14	0	0.02	2394	1.00000	1	BP
GO:0015739	sialic acid transport	14	0	0.02	2395	1.00000	1	BP
GO:0015740	C4-dicarboxylate transport	115	0	0.14	2396	1.00000	1	BP
GO:0015742	alpha-ketoglutarate transport	7	0	0.01	2397	1.00000	1	BP
GO:0015743	malate transport	92	0	0.11	2398	1.00000	1	BP
GO:0015744	succinate transport	6	0	0.01	2399	1.00000	1	BP
GO:0015746	citrate transport	13	0	0.02	2400	1.00000	1	BP
GO:0015748	organophosphate ester transport	547	0	0.66	2401	1.00000	1	BP
GO:0015749	monosaccharide transmembrane transport	160	0	0.19	2402	1.00000	1	BP
GO:0015750	pentose transmembrane transport	10	0	0.01	2403	1.00000	1	BP
GO:0015751	arabinose transmembrane transport	5	0	0.01	2404	1.00000	1	BP
GO:0015755	fructose transmembrane transport	8	0	0.01	2405	1.00000	1	BP
GO:0015757	galactose transmembrane transport	13	0	0.02	2406	1.00000	1	BP
GO:0015759	beta-glucoside transport	15	0	0.02	2407	1.00000	1	BP
GO:0015760	glucose-6-phosphate transport	10	0	0.01	2408	1.00000	1	BP
GO:0015766	disaccharide transport	57	0	0.07	2409	1.00000	1	BP
GO:0015768	maltose transport	21	0	0.03	2410	1.00000	1	BP
GO:0015770	sucrose transport	52	0	0.06	2411	1.00000	1	BP
GO:0015772	oligosaccharide transport	58	0	0.07	2412	1.00000	1	BP
GO:0015780	nucleotide-sugar transmembrane transport	184	0	0.22	2413	1.00000	1	BP
GO:0015783	GDP-fucose transmembrane transport	19	0	0.02	2414	1.00000	1	BP
GO:0015786	UDP-glucose transmembrane transport	50	0	0.06	2415	1.00000	1	BP
GO:0015789	UDP-N-acetylgalactosamine transmembrane transport	7	0	0.01	2416	1.00000	1	BP
GO:0015790	UDP-xylose transmembrane transport	21	0	0.03	2417	1.00000	1	BP
GO:0015791	polyol transport	33	0	0.04	2418	1.00000	1	BP
GO:0015793	glycerol transport	15	0	0.02	2419	1.00000	1	BP
GO:0015798	myo-inositol transport	14	0	0.02	2420	1.00000	1	BP
GO:0015800	acidic amino acid transport	91	0	0.11	2421	1.00000	1	BP
GO:0015801	aromatic amino acid transport	12	0	0.01	2422	1.00000	1	BP
GO:0015802	basic amino acid transport	16	0	0.02	2423	1.00000	1	BP
GO:0015804	neutral amino acid transport	72	0	0.09	2424	1.00000	1	BP
GO:0015805	S-adenosyl-L-methionine transport	31	0	0.04	2425	1.00000	1	BP
GO:0015807	L-amino acid transport	117	0	0.14	2426	1.00000	1	BP
GO:0015808	L-alanine transport	46	0	0.06	2427	1.00000	1	BP
GO:0015810	aspartate transmembrane transport	9	0	0.01	2428	1.00000	1	BP
GO:0015812	gamma-aminobutyric acid transport	34	0	0.04	2429	1.00000	1	BP
GO:0015813	L-glutamate transmembrane transport	66	0	0.08	2430	1.00000	1	BP
GO:0015822	ornithine transport	9	0	0.01	2431	1.00000	1	BP
GO:0015827	tryptophan transport	9	0	0.01	2432	1.00000	1	BP
GO:0015837	amine transport	22	0	0.03	2433	1.00000	1	BP
GO:0015840	urea transport	24	0	0.03	2434	1.00000	1	BP
GO:0015843	methylammonium transport	11	0	0.01	2435	1.00000	1	BP
GO:0015846	polyamine transport	50	0	0.06	2436	1.00000	1	BP
GO:0015850	organic hydroxy compound transport	160	0	0.19	2437	1.00000	1	BP
GO:0015851	nucleobase transport	84	0	0.1	2438	1.00000	1	BP
GO:0015853	adenine transport	13	0	0.02	2439	1.00000	1	BP
GO:0015854	guanine transport	13	0	0.02	2440	1.00000	1	BP
GO:0015855	pyrimidine nucleobase transport	16	0	0.02	2441	1.00000	1	BP
GO:0015857	uracil transport	16	0	0.02	2442	1.00000	1	BP
GO:0015858	nucleoside transport	82	0	0.1	2443	1.00000	1	BP
GO:0015860	purine nucleoside transmembrane transport	53	0	0.06	2444	1.00000	1	BP
GO:0015865	purine nucleotide transport	147	0	0.18	2445	1.00000	1	BP
GO:0015866	ADP transport	103	0	0.13	2446	1.00000	1	BP
GO:0015867	ATP transport	104	0	0.13	2447	1.00000	1	BP
GO:0015868	purine ribonucleotide transport	145	0	0.18	2448	1.00000	1	BP
GO:0015871	choline transport	6	0	0.01	2449	1.00000	1	BP
GO:0015880	coenzyme A transport	12	0	0.01	2450	1.00000	1	BP
GO:0015882	L-ascorbic acid transmembrane transport	6	0	0.01	2451	1.00000	1	BP
GO:0015883	FAD transport	6	0	0.01	2452	1.00000	1	BP
GO:0015884	folic acid transport	13	0	0.02	2453	1.00000	1	BP
GO:0015885	5-formyltetrahydrofolate transport	6	0	0.01	2454	1.00000	1	BP
GO:0015886	heme transport	30	0	0.04	2455	1.00000	1	BP
GO:0015893	drug transport	6	0	0.01	2456	1.00000	1	BP
GO:0015908	fatty acid transport	77	0	0.09	2457	1.00000	1	BP
GO:0015909	long-chain fatty acid transport	38	0	0.05	2458	1.00000	1	BP
GO:0015910	long-chain fatty acid import into peroxisome	19	0	0.02	2459	1.00000	1	BP
GO:0015914	phospholipid transport	142	0	0.17	2460	1.00000	1	BP
GO:0015916	fatty-acyl-CoA transport	7	0	0.01	2461	1.00000	1	BP
GO:0015918	sterol transport	94	0	0.11	2462	1.00000	1	BP
GO:0015919	peroxisomal membrane transport	126	0	0.15	2463	1.00000	1	BP
GO:0015931	nucleobase-containing compound transport	964	0	1.17	2464	1.00000	1	BP
GO:0015936	coenzyme A metabolic process	285	0	0.35	2465	1.00000	1	BP
GO:0015937	coenzyme A biosynthetic process	202	0	0.25	2466	1.00000	1	BP
GO:0015938	coenzyme A catabolic process	14	0	0.02	2467	1.00000	1	BP
GO:0015939	pantothenate metabolic process	165	0	0.2	2468	1.00000	1	BP
GO:0015940	pantothenate biosynthetic process	165	0	0.2	2469	1.00000	1	BP
GO:0015942	formate metabolic process	114	0	0.14	2470	1.00000	1	BP
GO:0015947	methane metabolic process	7	0	0.01	2471	1.00000	1	BP
GO:0015948	methanogenesis	7	0	0.01	2472	1.00000	1	BP
GO:0015959	diadenosine polyphosphate metabolic process	5	0	0.01	2473	1.00000	1	BP
GO:0015960	diadenosine polyphosphate biosynthetic process	5	0	0.01	2474	1.00000	1	BP
GO:0015965	diadenosine tetraphosphate metabolic process	5	0	0.01	2475	1.00000	1	BP
GO:0015966	diadenosine tetraphosphate biosynthetic process	5	0	0.01	2476	1.00000	1	BP
GO:0015969	guanosine tetraphosphate metabolic process	80	0	0.1	2477	1.00000	1	BP
GO:0015970	guanosine tetraphosphate biosynthetic process	38	0	0.05	2478	1.00000	1	BP
GO:0015975	energy derivation by oxidation of reduced inorganic compounds	7	0	0.01	2479	1.00000	1	BP
GO:0015976	carbon utilization	40	0	0.05	2480	1.00000	1	BP
GO:0015977	carbon fixation	191	0	0.23	2481	1.00000	1	BP
GO:0015980	energy derivation by oxidation of organic compounds	1223	0	1.49	2482	1.00000	1	BP
GO:0015985	energy coupled proton transport, down electrochemical gradient	371	0	0.45	2483	1.00000	1	BP
GO:0015986	ATP synthesis coupled proton transport	371	0	0.45	2484	1.00000	1	BP
GO:0015988	energy coupled proton transmembrane transport, against electrochemical gradient	93	0	0.11	2485	1.00000	1	BP
GO:0015990	electron transport coupled proton transport	93	0	0.11	2486	1.00000	1	BP
GO:0015994	chlorophyll metabolic process	353	0	0.43	2487	1.00000	1	BP
GO:0015995	chlorophyll biosynthetic process	260	0	0.32	2488	1.00000	1	BP
GO:0015996	chlorophyll catabolic process	68	0	0.08	2489	1.00000	1	BP
GO:0016024	CDP-diacylglycerol biosynthetic process	154	0	0.19	2490	1.00000	1	BP
GO:0016032	viral process	72	0	0.09	2491	1.00000	1	BP
GO:0016048	detection of temperature stimulus	16	0	0.02	2492	1.00000	1	BP
GO:0016055	Wnt signaling pathway	14	0	0.02	2493	1.00000	1	BP
GO:0016073	snRNA metabolic process	145	0	0.18	2494	1.00000	1	BP
GO:0016074	snoRNA metabolic process	70	0	0.09	2495	1.00000	1	BP
GO:0016075	rRNA catabolic process	105	0	0.13	2496	1.00000	1	BP
GO:0016076	snRNA catabolic process	23	0	0.03	2497	1.00000	1	BP
GO:0016077	snoRNA catabolic process	23	0	0.03	2498	1.00000	1	BP
GO:0016078	tRNA catabolic process	67	0	0.08	2499	1.00000	1	BP
GO:0016093	polyprenol metabolic process	75	0	0.09	2500	1.00000	1	BP
GO:0016094	polyprenol biosynthetic process	49	0	0.06	2501	1.00000	1	BP
GO:0016098	monoterpenoid metabolic process	17	0	0.02	2502	1.00000	1	BP
GO:0016099	monoterpenoid biosynthetic process	17	0	0.02	2503	1.00000	1	BP
GO:0016103	diterpenoid catabolic process	38	0	0.05	2504	1.00000	1	BP
GO:0016104	triterpenoid biosynthetic process	107	0	0.13	2505	1.00000	1	BP
GO:0016106	sesquiterpenoid biosynthetic process	130	0	0.16	2506	1.00000	1	BP
GO:0016107	sesquiterpenoid catabolic process	17	0	0.02	2507	1.00000	1	BP
GO:0016108	tetraterpenoid metabolic process	195	0	0.24	2508	1.00000	1	BP
GO:0016109	tetraterpenoid biosynthetic process	154	0	0.19	2509	1.00000	1	BP
GO:0016110	tetraterpenoid catabolic process	12	0	0.01	2510	1.00000	1	BP
GO:0016115	terpenoid catabolic process	76	0	0.09	2511	1.00000	1	BP
GO:0016116	carotenoid metabolic process	195	0	0.24	2512	1.00000	1	BP
GO:0016117	carotenoid biosynthetic process	154	0	0.19	2513	1.00000	1	BP
GO:0016118	carotenoid catabolic process	12	0	0.01	2514	1.00000	1	BP
GO:0016119	carotene metabolic process	148	0	0.18	2515	1.00000	1	BP
GO:0016120	carotene biosynthetic process	90	0	0.11	2516	1.00000	1	BP
GO:0016121	carotene catabolic process	53	0	0.06	2517	1.00000	1	BP
GO:0016122	xanthophyll metabolic process	71	0	0.09	2518	1.00000	1	BP
GO:0016123	xanthophyll biosynthetic process	44	0	0.05	2519	1.00000	1	BP
GO:0016124	xanthophyll catabolic process	7	0	0.01	2520	1.00000	1	BP
GO:0016125	sterol metabolic process	440	0	0.53	2521	1.00000	1	BP
GO:0016126	sterol biosynthetic process	194	0	0.24	2522	1.00000	1	BP
GO:0016127	sterol catabolic process	13	0	0.02	2523	1.00000	1	BP
GO:0016128	phytosteroid metabolic process	141	0	0.17	2524	1.00000	1	BP
GO:0016129	phytosteroid biosynthetic process	130	0	0.16	2525	1.00000	1	BP
GO:0016131	brassinosteroid metabolic process	141	0	0.17	2526	1.00000	1	BP
